date,ozone,smog,air pollution,haze,soot,ozone.1,code orange,code red,O3,smoke,ozone.2,cough,wheezing,snoring,asthma,ozone.3,difficulty breathing,lung irritation,COPD,inhaler,ozone.4,bronchiolitis,irregular heartbeat,chest pain,heart murmur,DATE,O3_M8_SCH1
5/5/08,16.02095887,17.79336735,32.79761905,18.37606838,0,0,8.325,0,0,15.56719818,0,78.71616541,0,0,50.18245507,19.44516729,0,,42.42769857,23.7312753,0,,0,0,24.42105263,5/5/08,60.22
5/6/08,16.02095887,0,48.63095238,17.15099715,0,6.216257669,0,13.20535714,0,30.26955201,27.17569787,15.30592105,0,18.4137931,37.20423393,18.51920694,0,,31.31568228,0,47.79227848,,0,0,0,5/6/08,80.84
5/7/08,16.02095887,16.60714286,32.79761905,26.95156695,0,6.216257669,0,6.991071429,0,30.26955201,17.29362591,15.30592105,0,0,12.1130064,19.44516729,0,,21.21384929,0,0,,0,45.44526316,0,5/7/08,59.47
5/8/08,17.16531307,0,32.79761905,62.47863248,0,10.10141871,8.325,0,0,19.02657555,45.70458277,24.05216165,16.68965517,0,25.09122754,57.40954151,0,,21.21384929,0,60.04670886,,0,23.30526316,0,5/8/08,55.43
5/9/08,0,18.97959184,0,39.2022792,0,0,0,7.767857143,0,41.51252847,19.7641439,16.39920113,0,21.04433498,13.84343588,0,0,,0,0,25.7343038,,0,0,0,5/9/08,50.48
5/10/08,0,0,0,62.47863248,0,0,0,0,8.611111111,58.80941534,0,40.45136278,0,0,42.39552239,0,0,,36.36659878,40.68218623,0,,0,0,0,5/10/08,53.95
5/11/08,89.25962798,30.84183673,44.10714286,47.77777778,26.33766234,23.31096626,0,11.65178571,0,12.97266515,0,0,28.92873563,0,22.49558331,0,0,,37.37678208,0,85.78101266,,0,0,0,5/11/08,47.15
5/12/08,16.02095887,16.60714286,0,18.37606838,0,6.993289877,0,6.991071429,0,38.0531511,18.52888491,15.30592105,0,19.72906404,19.03472434,37.96437423,0,,21.21384929,24.86133603,24.50886076,,26.33053221,23.30526316,47.62105263,5/12/08,49.44
5/13/08,17.16531307,0,15.83333333,53.9031339,0,10.10141871,8.325,0,0,38.0531511,54.35139573,15.30592105,0,38.14285714,25.09122754,27.77881041,0,,20.20366599,0,58.82126582,,0,22.14,0,5/13/08,61.17
5/14/08,0,17.79336735,0,44.1025641,15.19480519,6.993289877,0,0,0,49.29612756,17.29362591,39.35808271,0,0,37.20423393,56.48358116,0,,0,0,24.50886076,,0,0,0,5/14/08,44.11
5/15/08,33.18627194,16.60714286,15.83333333,17.15099715,0,13.20954755,8.325,0,0,30.26955201,27.17569787,30.61184211,0,0,49.31724033,18.51920694,0,,0,0,47.79227848,,0,0,23.2,5/15/08,31.86
5/16/08,0,18.97959184,0,57.57834758,0,6.993289877,8.325,14.75892857,0,16.43204252,29.64621585,33.89168233,17.80229885,30.25123153,40.6650929,21.29708798,0,,34.34623218,0,39.21417722,,0,24.47052632,0,5/16/08,35.7
5/17/08,28.60885512,0,29.4047619,31.85185185,0,0,27.75,0,0,33.72892939,32.11673384,54.66400376,0,0,21.63036857,0,0,,0,0,41.66506329,,0,0,0,5/17/08,59.16
5/18/08,58.36206445,0,29.4047619,62.47863248,0,34.18941718,0,0,0,65.72817008,62.99820869,81.99600564,0,0,21.63036857,82.41047088,0,,36.36659878,0,83.33012658,,0,39.61894737,41.51578947,5/18/08,58.29
5/19/08,25.17579251,0,33.92857143,26.95156695,0,16.31767638,0,6.991071429,0,41.51252847,27.17569787,40.45136278,0,19.72906404,25.09122754,28.70477076,0,,41.41751527,0,49.01772152,,0,0,0,5/19/08,57.45
5/20/08,25.17579251,16.60714286,0,53.9031339,0,10.10141871,8.325,6.991071429,0,41.51252847,27.17569787,31.70512218,0,18.4137931,25.09122754,37.96437423,0,,21.21384929,23.7312753,60.04670886,,0,23.30526316,24.42105263,5/20/08,61.37
5/21/08,17.16531307,26.09693878,0,18.37606838,0,6.993289877,0,0,0,43.24221716,19.7641439,24.05216165,0,28.93596059,19.03472434,20.37112763,0,,45.45824847,0,24.50886076,,0,23.30526316,0,5/21/08,51.85
5/22/08,26.32014671,0,0,18.37606838,0,6.993289877,8.325,0,0,24.21564161,29.64621585,16.39920113,0,19.72906404,39.79987816,40.74225527,0,,0,25.99139676,37.98873418,,0,0,0,5/22/08,68.11
5/23/08,19.45402148,0,0,82.07977208,17.22077922,15.54064417,0,0,0,39.78283979,19.7641439,37.17152256,0,22.35960591,0,21.29708798,0,,0,0,56.37037975,,0,80.40315789,0,5/23/08,38.43
5/24/08,30.89756353,0,0,33.07692308,0,12.43251534,14.8,12.42857143,0,63.9984814,0,57.94384399,0,0,0,0,0,,0,0,44.11594937,,0,0,0,5/24/08,52.77
5/25/08,33.18627194,34.4005102,0,35.52706553,0,13.20954755,0,0,0,38.0531511,0,62.31696429,32.26666667,0,50.18245507,37.03841388,0,,85.86558045,0,0,,0,0,0,5/25/08,64.95
5/26/08,41.19675138,0,0,29.4017094,0,10.87845092,0,0,0,50.16097191,59.29243171,39.35808271,0,0,20.76515382,31.4826518,0,,0,0,39.21417722,,0,0,0,5/26/08,60.4
5/27/08,0,17.79336735,0,18.37606838,0,0,8.325,0,0,27.67501898,18.52888491,56.85056391,0,0,12.97822114,19.44516729,0,,22.22403259,0,24.50886076,,0,34.95789474,24.42105263,5/27/08,54.36
5/28/08,17.16531307,0,16.96428571,28.17663818,0,6.993289877,0,6.991071429,0,58.80941534,18.52888491,24.05216165,0,28.93596059,38.93466342,19.44516729,15.93103448,,0,23.7312753,24.50886076,,0,46.61052632,0,5/28/08,41.96
5/29/08,35.47498035,0,16.96428571,37.97720798,0,13.98657975,8.325,0,0,31.9992407,28.41095686,32.79840226,0,0,45.85638136,19.44516729,0,,0,0,75.97746835,,27.64705882,24.47052632,0,5/29/08,38.01
5/30/08,0,18.97959184,0,19.6011396,0,7.770322086,0,7.767857143,0,21.62110858,20.9994029,36.07824248,0,0,28.55208651,0,0,,24.24439919,0,26.95974684,,0,51.27157895,26.86315789,5/30/08,49.55
5/31/08,0,0,0,30.62678063,0,11.65548313,0,11.65178571,0,59.67425968,32.11673384,81.99600564,0,0,64.8911057,65.74318463,0,,0,0,41.66506329,,0,0,0,5/31/08,51.35
6/1/08,0,0,28.27380952,30.62678063,0,0,0,0,0,39.78283979,0,41.54464286,0,0,0,0,26.55172414,,0,40.68218623,0,,0,40.78421053,0,6/1/08,55.73
6/2/08,17.16531307,17.79336735,0,18.37606838,0,0,0,0,0,27.67501898,18.52888491,32.79840226,0,0,32.01294548,20.37112763,0,,0,24.86133603,0,,0,0,0,6/2/08,63.13
6/3/08,17.16531307,0,0,18.37606838,0,6.993289877,0,6.991071429,0,27.67501898,18.52888491,40.45136278,16.68965517,19.72906404,25.95644228,19.44516729,15.93103448,,21.21384929,0,24.50886076,,0,46.61052632,0,6/3/08,64.78
6/4/08,0,17.79336735,0,37.97720798,15.19480519,0,0,0,0,36.32346241,18.52888491,32.79840226,0,0,19.89993908,0,0,,22.22403259,0,0,,0,24.47052632,0,6/4/08,33.16
6/5/08,26.32014671,0,0,57.57834758,0,10.87845092,8.325,0,0,56.21488231,18.52888491,17.4924812,16.68965517,0,53.64331404,20.37112763,0,,0,0,25.7343038,,0,0,0,6/5/08,29.97
6/6/08,37.76368876,18.97959184,0,19.6011396,0,7.770322086,0,0,0,34.59377373,20.9994029,36.07824248,0,21.04433498,28.55208651,21.29708798,0,,47.47861507,27.12145749,26.95974684,,0,25.63578947,0,6/6/08,61.01
6/7/08,0,0,0,0,0,11.65548313,0,0,0,32.86408504,32.11673384,27.33200188,0,0,22.49558331,0,0,,37.37678208,0,0,,44.76190476,0,0,6/7/08,58.55
6/8/08,0,0,0,31.85185185,0,0,0,0,0,47.56643888,0,28.42528195,27.81609195,32.8817734,22.49558331,0,0,,0,0,0,,0,0,0,6/8/08,82.92
6/9/08,17.16531307,17.79336735,0,18.37606838,0,10.10141871,0,6.991071429,0,23.35079727,28.41095686,32.79840226,0,19.72906404,32.87816022,40.74225527,0,,0,0,50.24316456,,0,23.30526316,0,6/9/08,60.7
6/10/08,17.16531307,0,0,19.6011396,0,13.98657975,0,0,5.166666667,36.32346241,18.52888491,16.39920113,16.68965517,0,0,0,0,,0,24.86133603,75.97746835,,0,48.94105263,0,6/10/08,55.43
6/11/08,26.32014671,0,35.05952381,37.97720798,0,6.993289877,8.325,6.991071429,0,53.62034928,19.7641439,16.39920113,0,0,13.84343588,0,0,,22.22403259,0,0,,0,0,0,6/11/08,62.67
6/12/08,27.46450092,18.97959184,18.0952381,49.002849,0,6.993289877,0,6.991071429,0,29.40470767,38.29302881,33.89168233,0,0,20.76515382,20.37112763,0,,23.23421589,0,25.7343038,,27.64705882,74.57684211,0,6/12/08,48.34
6/13/08,0,0,0,20.82621083,0,0,0,0,0,35.45861807,0,54.66400376,0,0,21.63036857,0,0,,0,0,0,,0,39.61894737,0,6/13/08,33.62
6/14/08,29.75320933,0,0,31.85185185,0,0,0,0,0,26.81017464,33.35199283,28.42528195,0,0,22.49558331,0,0,,0,0,41.66506329,,0,40.78421053,0,6/14/08,50.26
6/15/08,30.89756353,0,0,50.22792023,0,12.43251534,14.8,0,0,36.32346241,33.35199283,60.13040414,31.15402299,0,24.22601279,35.18649318,0,,0,0,0,,0,43.11473684,0,6/15/08,52.83
6/16/08,0,0,0,18.37606838,0,0,0,0,5.166666667,31.9992407,0,16.39920113,0,19.72906404,26.82165702,39.81629492,0,,22.22403259,0,0,,0,24.47052632,25.64210526,6/16/08,62.95
6/17/08,34.33062615,0,0,56.35327635,0,10.10141871,0,6.991071429,0,27.67501898,59.29243171,25.14544173,0,19.72906404,25.95644228,29.6307311,16.68965517,,22.22403259,24.86133603,37.98873418,,0,24.47052632,0,6/17/08,67.18
6/18/08,26.32014671,18.97959184,0,47.77777778,0,17.8717408,0,7.767857143,0,41.51252847,19.7641439,33.89168233,0,19.72906404,26.82165702,20.37112763,0,,45.45824847,25.99139676,77.20291139,,0,24.47052632,25.64210526,6/18/08,76.99
6/19/08,0,18.97959184,0,49.002849,0,10.87845092,0,0,5.740740741,42.37737282,19.7641439,26.2387218,0,61.81773399,13.84343588,21.29708798,0,,0,0,26.95974684,,0,50.10631579,0,6/19/08,72.24
6/20/08,0,20.16581633,0,52.67806268,0,7.770322086,0,15.53571429,6.314814815,31.13439636,0,0,0,0,14.70865062,22.22304833,0,,24.24439919,0,0,,0,26.80105263,0,6/20/08,83.39
6/21/08,0,0,0,0,25.32467532,23.31096626,13.875,0,0,39.78283979,32.11673384,53.57072368,0,0,21.63036857,0,0,,0,0,42.89050633,,0,0,0,6/21/08,71.66
6/22/08,29.75320933,0,0,49.002849,0,0,13.875,12.42857143,0,54.48519362,66.70398567,56.85056391,0,0,57.10417301,33.33457249,0,,37.37678208,0,42.89050633,,0,40.78421053,0,6/22/08,66.56
6/23/08,17.16531307,0,16.96428571,0,0,13.98657975,0,0,0,44.1070615,28.41095686,16.39920113,0,19.72906404,19.89993908,50.92781908,0,,23.23421589,0,50.24316456,,0,36.12315789,0,6/23/08,61.38
6/24/08,34.33062615,54.56632653,0,28.17663818,0,0,0,13.98214286,0,36.32346241,28.41095686,16.39920113,0,0,12.97822114,30.55669145,0,,33.33604888,24.86133603,50.24316456,,0,24.47052632,0,6/24/08,67.52
6/25/08,18.30966728,18.97959184,0,19.6011396,0,6.993289877,0,0,0,24.21564161,19.7641439,32.79840226,0,0,12.97822114,20.37112763,16.68965517,,23.23421589,24.86133603,39.21417722,,0,37.28842105,0,6/25/08,75.64
6/26/08,18.30966728,36.77295918,18.0952381,19.6011396,0,6.993289877,0,6.991071429,0,28.53986333,19.7641439,17.4924812,0,0,26.82165702,20.37112763,0,,34.34623218,0,25.7343038,,0,24.47052632,25.64210526,6/26/08,61.03
6/27/08,19.45402148,29.65561224,19.22619048,40.42735043,17.22077922,0,0,14.75892857,0,43.24221716,20.9994029,18.58576128,0,0,14.70865062,22.22304833,0,,0,0,26.95974684,,0,25.63578947,0,6/27/08,43.41
6/28/08,29.75320933,30.84183673,0,31.85185185,0,11.65548313,0,0,0,19.89141989,0,0,0,0,0,33.33457249,0,,0,0,41.66506329,,0,39.61894737,41.51578947,6/28/08,39.87
6/29/08,43.48545979,29.65561224,28.27380952,31.85185185,25.32467532,11.65548313,0,0,0,40.64768413,32.11673384,27.33200188,0,32.8817734,0,66.66914498,0,,36.36659878,0,42.89050633,,0,40.78421053,0,6/29/08,35.61
6/30/08,52.64029342,0,0,37.97720798,0,6.993289877,0,0,0,48.43128322,48.17510076,0,16.68965517,30.25123153,0,61.1133829,0,,0,0,50.24316456,,0,36.12315789,0,6/30/08,42.84
7/1/08,23.09157509,0,0,16.36485686,0,9.834710744,0,0,9.565217391,42.88410596,13.40837545,14.96402878,12.72321429,0,39.47838514,31.76402321,,,0,33.76083707,26.79821039,0,0,19.45891137,0,7/1/08,57.25
7/2/08,23.09157509,48.24922958,0,0,0,9.834710744,0,0,0,28.58940397,11.17364621,16.83453237,0,0,46.44515899,31.76402321,,,0,0,18.08879202,0,0,0,0,7/2/08,88.58
7/3/08,77.35677656,0,0,18.00134255,0,14.75206612,0,0,0,65.51738411,35.75566787,32.73381295,0,0,34.83386924,75.95744681,,,37.8060788,0,0,0,0,22.45259005,14.72137405,7/3/08,62.68
7/4/08,0,0,0,28.63849951,0,0,0,0,0,59.56125828,26.8167509,28.99280576,27.99107143,0,37.15612719,0,,,0,0,31.48789721,0,0,0,0,7/4/08,56.88
7/5/08,0,0,0,31.09322804,0,0,0,0,16.26086957,29.78062914,0,49.56834532,0,0,41.80064309,0,,,0,66.05381166,0,0,0,36.67256374,24.8740458,7/5/08,43.12
7/6/08,0,0,0,27.82025666,0,0,0,0,0,39.31043046,0,28.05755396,22.90178571,0,31.35048232,0,,,0,0,0,0,25.46341463,0,0,7/6/08,39.3
7/7/08,33.48278388,22.35939908,0,15.54661402,18.53211009,18.44008264,0,8.690448792,0,41.69288079,18.62274368,0,0,15.56708673,27.86709539,46.95551257,,,0,0,25.45829987,0,0,20.95575071,14.21374046,7/7/08,73.88
7/8/08,21.93699634,44.71879815,0,15.54661402,0,0,8,0,0,40.50165563,14.89819495,0,0,11.67531505,20.90032154,31.76402321,,,61.60990619,35.22869955,0,0,0,29.93678673,0,7/8/08,54.24
7/9/08,45.02857143,0,18.32941176,15.54661402,0,19.66942149,0,0,0,60.75248344,21.60238267,14.02877698,12.72321429,0,47.60628796,60.76595745,,,33.60540338,0,33.49776299,0,0,18.71049171,0,7/9/08,44.74
7/10/08,0,0,0,31.91147088,0,0,8,0,0,35.73675497,0,0,0,0,19.73919257,33.1450677,,,33.60540338,35.22869955,0,0,0,19.45891137,0,7/10/08,36.18
7/11/08,0,24.71302003,0,34.36619941,0,0,17,0,9.565217391,61.94370861,16.38801444,0,0,0,18.57806359,34.52611219,,,33.60540338,36.69656203,18.75874728,0,0,21.70417038,0,7/11/08,42.79
7/12/08,36.94652015,0,0,0,0,15.98140496,0,15.20828539,0,42.88410596,17.87783394,26.18705036,0,0,0,49.71760155,,,0,0,27.46816565,0,0,49.3956981,0,7/12/08,74.49
7/13/08,0,36.48112481,0,25.36552813,0,0,0,0,0,32.16307947,0,45.82733813,0,0,0,0,,,0,0,0,0,0,33.67888507,0,7/13/08,24.43
7/14/08,0,22.35939908,18.32941176,47.4580849,0,0,0,0,0,63.13493377,0,25.25179856,0,11.67531505,63.8620936,0,,,0,0,0,0,0,19.45891137,0,7/14/08,54.85
7/15/08,88.9025641,22.35939908,0,15.54661402,0,12.29338843,8,8.690448792,7.652173913,21.44205298,61.82750903,36.47482014,12.72321429,11.67531505,22.06145052,31.76402321,,,33.60540338,0,34.83767351,0,0,18.71049171,0,7/15/08,66.63
7/16/08,21.93699634,22.35939908,18.32941176,23.72904245,17.60550459,12.29338843,0,0,8.608695652,54.79635762,15.64310469,0,0,11.67531505,19.73919257,64.90909091,,,63.01013133,0,52.25651027,0,0,0,0,7/16/08,71.71
7/17/08,46.18315018,0,0,16.36485686,0,15.98140496,0,9.776754891,0,29.78062914,34.26584838,0,0,47.47961453,39.47838514,48.33655706,,,0,0,44.21704715,0,0,19.45891137,13.19847328,7/17/08,79.42
7/18/08,24.24615385,0,20.25882353,17.1830997,0,13.52272727,0,10.86306099,0,32.16307947,0,17.76978417,0,24.90733877,0,34.52611219,,,0,38.16442451,38.18744981,0,15.27804878,67.35777014,13.70610687,7/18/08,85.19
7/19/08,72.73846154,37.65793529,0,26.18377098,0,31.96280992,13,0,0,70.28228477,35.75566787,0,0,0,70.82886745,100.8162476,,,0,57.24663677,54.93633131,0,0,0,0,7/19/08,72.47
7/20/08,0,56.48690293,0,40.09389931,0,0,0,0,0,25.01572848,0,0,0,0,29.02822437,0,,,53.20855535,108.6218236,28.80807617,0,0,0,0,7/20/08,70.4
7/21/08,0,32.95069337,0,15.54661402,0,0,12,0,0,57.17880795,0,24.31654676,0,11.67531505,18.57806359,0,,,0,33.76083707,0,0,0,29.18836706,0,7/21/08,75.06
7/22/08,21.93699634,22.35939908,18.32941176,15.54661402,0,0,0,8.690448792,0,36.92798013,14.89819495,0,0,22.57227576,41.80064309,31.76402321,,,92.41485929,0,0,0,0,0,0,7/22/08,77.59
7/23/08,43.87399267,22.35939908,18.32941176,0,0,18.44008264,0,0,0,58.37003311,18.62274368,17.76978417,0,0,40.63951411,45.57446809,,,32.20517824,33.76083707,33.49776299,0,0,19.45891137,0,7/23/08,58.24
7/24/08,33.48278388,0,0,31.91147088,0,15.98140496,0,9.776754891,0,42.88410596,18.62274368,25.25179856,0,0,22.06145052,62.14700193,,,32.20517824,0,25.45829987,0,0,0,13.19847328,7/24/08,63.14
7/25/08,24.24615385,0,0,25.36552813,0,0,0,0,0,53.60513245,64.80714801,14.96402878,13.57142857,16.34544107,32.51161129,103.5783366,,,0,0,37.51749455,0,15.27804878,20.95575071,15.22900763,7/25/08,59.8
7/26/08,35.79194139,0,0,25.36552813,0,0,13,0,0,33.35430464,0,0,0,0,55.73419078,52.47969052,,,0,0,28.80807617,0,22.63414634,0,0,7/26/08,46.28
7/27/08,36.94652015,0,0,26.18377098,0,0,15,14.12197929,0,40.50165563,0,0,0,0,29.02822437,55.2417795,,,51.80833021,54.31091181,0,0,0,0,0,7/27/08,58.74
7/28/08,21.93699634,0,0,0,0,9.834710744,8,8.690448792,0,34.5455298,12.6634657,0,0,22.57227576,46.44515899,30.38297872,,,30.8049531,0,16.07892624,0,14.14634146,19.45891137,0,7/28/08,83.45
7/29/08,63.5018315,0,17.36470588,15.54661402,0,0,9,0,0,48.84023179,14.1532852,14.02877698,0,0,26.70596642,62.14700193,,,0,32.29297459,0,0,0,28.43994739,13.19847328,7/29/08,60.42
7/30/08,21.93699634,22.35939908,35.69411765,15.54661402,0,8.605371901,0,0,0,57.17880795,12.6634657,32.73381295,0,0,26.70596642,29.00193424,,,30.8049531,30.82511211,16.07892624,0,13.5804878,37.42098341,12.18320611,7/30/08,52.61
7/31/08,21.93699634,0,0,15.54661402,0,9.834710744,0,0,7.652173913,15.48592715,12.6634657,17.76978417,0,0,63.8620936,30.38297872,,,30.8049531,0,25.45829987,0,0,0,12.69083969,7/31/08,30.52
8/1/08,0,24.71302003,0,17.1830997,0,0,0,10.86306099,0,29.78062914,0,17.76978417,0,0,30.18935334,0,,,0,0,0,0,0,22.45259005,0,8/1/08,62.36
8/2/08,35.79194139,0,0,51.54929911,0,19.66942149,0,14.12197929,14.34782609,48.84023179,0,28.05755396,0,0,27.86709539,0,,,0,0,28.80807617,0,0,0,0,8/2/08,56.88
8/3/08,38.1010989,0,0,40.09389931,0,15.98140496,0,14.12197929,0,58.37003311,18.62274368,27.12230216,0,0,0,52.47969052,,,0,0,28.80807617,0,0,0,0,8/3/08,58.57
8/4/08,65.81098901,0,0,31.09322804,0,28.27479339,0,9.776754891,0,39.31043046,23.09220217,15.89928058,0,45.92290586,29.02822437,60.76595745,,,32.20517824,33.76083707,33.49776299,0,15.27804878,19.45891137,0,8/4/08,59.74
8/5/08,21.93699634,22.35939908,0,31.09322804,0,12.29338843,9,8.690448792,0,40.50165563,14.89819495,28.05755396,15.26785714,0,40.63951411,62.14700193,,,61.60990619,0,17.41883676,0,0,20.20733104,0,8/5/08,57.05
8/6/08,21.93699634,22.35939908,0,15.54661402,0,0,0,9.776754891,0,21.44205298,0,23.38129496,0,11.67531505,58.05644873,31.76402321,,,0,0,0,0,0,0,0,8/6/08,61.05
8/7/08,45.02857143,0,19.29411765,0,18.53211009,29.50413223,16,8.690448792,0,77.42963576,23.83711191,17.76978417,0,31.13417346,47.60628796,92.52998066,,,49.00787993,0,50.91659975,0,15.27804878,20.20733104,0,8/7/08,45.75
8/8/08,47.33772894,23.53620955,19.29411765,17.1830997,0,20.89876033,0,8.690448792,8.608695652,55.98758278,19.36765343,29.92805755,0,0,18.57806359,49.71760155,,,0,0,26.79821039,0,0,41.16308175,0,8/8/08,56.26
8/9/08,70.42930403,0,28.94117647,74.46009872,0,24.58677686,0,0,12.43478261,59.56125828,34.26584838,47.69784173,25.44642857,0,33.67274026,73.19535783,,,51.80833021,0,52.92646553,0,0,29.93678673,0,8/9/08,79.14
8/10/08,0,0,0,0,0,0,0,0,12.43478261,35.73675497,0,51.43884892,0,0,84.76241515,0,,,0,0,0,0,0,0,0,8/10/08,61.62
8/11/08,21.93699634,22.35939908,0,54.00402764,0,9.834710744,0,0,0,59.56125828,10.42873646,36.47482014,12.72321429,22.57227576,20.90032154,30.38297872,,,30.8049531,0,16.07892624,0,0,40.41466208,0,8/11/08,65.69
8/12/08,21.93699634,55.31009245,0,15.54661402,0,8.605371901,0,19.55350978,0,50.03145695,20.11256318,36.47482014,0,15.56708673,38.31725616,45.57446809,,,47.60765478,0,16.7488815,0,13.5804878,17.96207204,0,8/12/08,58.79
8/13/08,21.93699634,0,0,38.45741362,0,11.06404959,8,0,0,25.01572848,20.11256318,28.99280576,0,0,18.57806359,30.38297872,,,32.20517824,32.29297459,16.7488815,0,0,37.42098341,0,8/13/08,65.33
8/14/08,87.74798535,22.35939908,0,31.09322804,0,50.40289256,8,0,0,44.07533113,29.05148014,28.05755396,0,15.56708673,40.63951411,92.52998066,,,32.20517824,33.76083707,59.62601813,0,0,20.20733104,0,8/14/08,59.08
8/15/08,23.09157509,48.24922958,0,16.36485686,0,9.834710744,8,0,0,51.22268212,13.40837545,26.18705036,0,0,22.06145052,33.1450677,,,33.60540338,0,18.08879202,0,0,21.70417038,14.72137405,8/15/08,61.94
8/16/08,0,0,0,24.54728529,0,0,0,13.03567319,0,65.51738411,0,28.05755396,0,0,67.34548053,0,,,51.80833021,0,0,0,0,0,21.82824427,8/16/08,65.36
8/17/08,0,0,0,49.91281343,0,0,0,0,0,23.82450331,0,56.11510791,0,0,33.67274026,0,,,0,0,0,0,0,0,0,8/17/08,59.6
8/18/08,21.93699634,0,0,14.72837117,0,8.605371901,8,0,0,45.26655629,10.42873646,42.08633094,0,0,20.90032154,29.00193424,,,29.40472796,0,16.07892624,0,0,20.20733104,13.70610687,8/18/08,54.75
8/19/08,21.93699634,0,53.05882353,15.54661402,0,11.06404959,8,0,0,28.58940397,0,16.83453237,0,0,18.57806359,62.14700193,,,29.40472796,0,16.7488815,0,0,17.96207204,0,8/19/08,67.09
8/20/08,0,21.1825886,17.36470588,14.72837117,0,0,0,0,0,23.82450331,0,54.24460432,0,0,37.15612719,0,,,30.8049531,0,0,0,14.71219512,28.43994739,13.19847328,8/20/08,52.64
8/21/08,42.71941392,0,35.69411765,15.54661402,0,14.75206612,0,0,0,40.50165563,20.85747292,22.44604317,0,15.56708673,56.89531976,75.95744681,,,46.20742964,0,33.49776299,0,0,19.45891137,12.69083969,8/21/08,45.2
8/22/08,46.18315018,0,19.29411765,81.00604146,0,24.58677686,8,0,0,21.44205298,15.64310469,18.70503597,0,0,41.80064309,33.1450677,,,95.21530957,0,18.08879202,0,0,20.20733104,0,8/22/08,41.34
8/23/08,33.48278388,0,0,36.00268509,0,18.44008264,0,0,0,32.16307947,0,53.30935252,0,0,45.28403001,48.33655706,,,47.60765478,0,52.25651027,0,0,0,0,8/23/08,29.74
8/24/08,32.32820513,32.95069337,27.01176471,22.91079961,0,0,0,0,0,32.16307947,23.09220217,34.60431655,0,24.12898443,25.54483744,0,,,47.60765478,0,0,0,0,0,0,8/24/08,22.78
8/25/08,41.56483516,42.3651772,0,14.72837117,0,17.2107438,0,0,0,46.45778146,20.11256318,13.09352518,0,0,25.54483744,56.62282398,,,44.8072045,0,30.81794195,13.1030303,0,17.96207204,0,8/25/08,17.82
8/26/08,30.01904762,21.1825886,33.76470588,0,16.67889908,9.834710744,8,0,0,29.78062914,19.36765343,33.66906475,0,0,17.41693462,42.81237911,,,0,63.1180867,15.40897098,0,0,0,0,8/26/08,25.98
8/27/08,20.78241758,0,0,0,0,0,0,0,0,14.29470199,0,32.73381295,0,0,0,59.38491296,,,92.41485929,0,0,0,0,0,12.18320611,8/27/08,24.9
8/28/08,42.71941392,22.35939908,0,15.54661402,0,15.98140496,8,8.690448792,7.652173913,50.03145695,20.11256318,24.31654676,15.26785714,0,37.15612719,45.57446809,,,30.8049531,0,24.78834461,13.67272727,0,17.96207204,0,8/28/08,50.22
8/29/08,0,23.53620955,0,16.36485686,0,0,8,0,0,33.35430464,0,18.70503597,0,0,42.96177206,0,,,33.60540338,33.76083707,0,0,0,20.20733104,0,8/29/08,67.02
8/30/08,70.42930403,36.48112481,0,62.18645607,0,24.58677686,0,0,0,41.69288079,34.26584838,25.25179856,0,0,0,73.19535783,,,51.80833021,0,54.26637605,0,0,32.18204573,0,8/30/08,58.61
8/31/08,0,36.48112481,0,25.36552813,0,0,0,0,0,52.41390728,0,92.58992806,21.20535714,0,31.35048232,0,,,0,0,0,0,0,31.43362607,42.13358779,8/31/08,25.05
9/1/08,30.01904762,0,25.08235294,0,0,17.2107438,0,11.94936709,12.43478261,40.50165563,20.85747292,72.94964029,22.05357143,0,38.31725616,0,,,42.00675422,0,23.44843409,0,0,25.44626872,0,9/1/08,25.33
9/2/08,40.41025641,21.1825886,0,14.72837117,16.67889908,8.605371901,8,7.604142693,0,23.82450331,9.683826715,14.96402878,0,0,35.99499821,29.00193424,,,121.8195872,0,15.40897098,0,0,0,0,9/2/08,46.85
9/3/08,40.41025641,0,0,14.72837117,0,14.75206612,0,8.690448792,0,14.29470199,19.36765343,14.96402878,15.26785714,10.89696071,45.28403001,55.2417795,,,0,0,30.14798669,0,0,38.16940308,0,9/3/08,60.77
9/4/08,20.78241758,21.1825886,0,14.72837117,0,9.834710744,0,16.29459148,0,23.82450331,11.91855596,29.92805755,0,0,65.02322258,27.62088975,,,60.20968105,0,16.07892624,0,0,19.45891137,12.69083969,9/4/08,46.15
9/5/08,43.87399267,0,0,0,0,0,0,0,0,33.35430464,0,31.79856115,0,0,34.83386924,63.52804642,,,0,67.52167414,0,0,0,0,0,9/5/08,57.33
9/6/08,32.32820513,0,0,46.63984205,0,13.52272727,0,0,11.47826087,39.31043046,15.64310469,83.23741007,0,34.24759081,25.54483744,44.1934236,,,0,0,24.78834461,0,0,0,0,9/6/08,44.93
9/7/08,32.32820513,32.95069337,0,22.91079961,0,13.52272727,0,0,0,27.39817881,15.64310469,20.57553957,0,19.45885841,0,44.1934236,,,0,0,24.11838935,0,0,29.93678673,18.78244275,9/7/08,52.22
9/8/08,49.64688645,20.00577812,16.4,27.82025666,0,18.44008264,0,8.690448792,0,32.16307947,21.60238267,28.99280576,0,0,32.51161129,70.43326886,,,28.00450281,0,46.22691293,0,0,0,0,9/8/08,44.33
